Email,First_name,Last_name,Course_id,Grades,Marks
samuel.henderson@sjsu.edu,Samuel,Henderson,SCI205,A,91
tiffany.alvarez@sjsu.edu,Tiffany,Alvarez,CS201,D,50
john.gray@sjsu.edu,John,Gray,SCI101,A,99
john.nguyen@sjsu.edu,John,Nguyen,BUS210,A,94
amy.hunt@sjsu.edu,Amy,Hunt,CS410,A,85
abby.grant@sjsu.edu,Abby,Grant,BUS401,B,70
teresa.spencer@sjsu.edu,Teresa,Spencer,SCI205,C,65
michelle.fisher@sjsu.edu,Michelle,Fisher,MATH250,B,84
luna.mendoza@sjsu.edu,Luna,Mendoza,CS201,C,59
carlos.kelly@sjsu.edu,Carlos,Kelly,CS450,A,89
brianna.lane@sjsu.edu,Brianna,Lane,MATH201,C,58
spencer.ahmed@sjsu.edu,Spencer,Ahmed,SCI101,A,94
anna.shaw@sjsu.edu,Anna,Shaw,CS410,D,53
jromero@sjsu.edu,John,Romero,BUS401,C,56
hannah.ortega@sjsu.edu,Hannah,Ortega,BUS210,B,73
joel.price@sjsu.edu,Joel,Price,ENG210,C,69
peter.jones@sjsu.edu,Peter,Jones,ENG210,C,62
rachel.johnson@sjsu.edu,Rachel,Johnson,BUS210,C,59
anna.boyd@sjsu.edu,Anna,Boyd,BUS401,B,76
julia.reyes@sjsu.edu,Julia,Reyes,PSY101,D,48
daniel.chen@sjsu.edu,Daniel,Chen,CS101,B,84
charlotte.meyer@sjsu.edu,Charlotte,Meyer,CS450,A,94
trevor.spencer@sjsu.edu,Trevor,Spencer,SCI101,B,73
ivan.holmes@sjsu.edu,Ivan,Holmes,MATH250,B,77
amir.jenkins@sjsu.edu,Amir,Jenkins,BUS101,B,79
jack.allen@sjsu.edu,Jack,Allen,CS450,B,72
megan.wilson@sjsu.edu,Megan,Wilson,BUS101,B,84
jasmine.nelson@sjsu.edu,Jasmine,Nelson,CS480,B,72
ana.hayes@sjsu.edu,Ana,Hayes,BUS101,D,54
dean.sanchez@sjsu.edu,Dean,Sanchez,ENG101,B,84
morgan.wood@sjsu.edu,Morgan,Wood,SCI101,B,83
emma.lee@sjsu.edu,Emma,Lee,CS101,B,74
hailey.kennedy@sjsu.edu,Hailey,Kennedy,MATH250,D,46
fiona.crawford@sjsu.edu,Fiona,Crawford,CS410,A,98
dominic.edwards@sjsu.edu,Dominic,Edwards,CS350,D,53
chad.miller@sjsu.edu,Chad,Miller,MATH250,B,82
adam.gomez@sjsu.edu,Adam,Gomez,BUS101,D,47
cameron.torres@sjsu.edu,Cameron,Torres,SCI205,D,54
sara.palmer@sjsu.edu,Sara,Palmer,CS480,A,100
isabella.james@sjsu.edu,Isabella,James,BUS320,C,58
kate.gutierrez@sjsu.edu,Kate,Gutierrez,CS410,B,75
brandon.baker@sjsu.edu,Brandon,Baker,MATH250,B,81
miguel.mcdonald@sjsu.edu,Miguel,McDonald,CS480,A,100
hassan.arnold@sjsu.edu,Hassan,Arnold,ENG210,B,71
stephanie.nichols@sjsu.edu,Stephanie,Nichols,CS301,C,58
tyler.bradley@sjsu.edu,Tyler,Bradley,ENG101,C,66
casey.butler@sjsu.edu,Casey,Butler,ENG210,C,67
zachary.bailey@sjsu.edu,Zachary,Bailey,CS410,D,45
linda.castro@sjsu.edu,Linda,Castro,MATH250,B,71
isabella.kelly@sjsu.edu,Isabella,Kelly,ENG210,C,60
derek.castillo@sjsu.edu,Derek,Castillo,MATH310,A,99
justin.jones@sjsu.edu,Justin,Jones,ENG101,B,74
anthony.ross@sjsu.edu,Anthony,Ross,SCI101,A,86
elijah.torres@sjsu.edu,Elijah,Torres,MATH310,D,54
claudia.vasquez@sjsu.edu,Claudia,Vasquez,BUS210,D,50
nora.cole@sjsu.edu,Nora,Cole,MATH250,B,84
peter.bradley@sjsu.edu,Peter,Bradley,MATH310,D,51
janet.ellis@sjsu.edu,Janet,Ellis,BUS210,B,75
matt.sanchez@sjsu.edu,Matt,Sanchez,ENG210,A,95
claire.wright@sjsu.edu,Claire,Wright,SCI101,C,59
nicholas.chavez@sjsu.edu,Nicholas,Chavez,CS350,B,74
liam.long@sjsu.edu,Liam,Long,ENG210,A,98
shelby.murphy@sjsu.edu,Shelby,Murphy,ENG210,B,82
grace.kelly@sjsu.edu,Grace,Kelly,BUS401,C,65
jamie.wood@sjsu.edu,Jamie,Wood,BUS401,C,57
gary.bishop@sjsu.edu,Gary,Bishop,MATH201,A,90
mary.edwards@sjsu.edu,Mary,Edwards,CS101,C,68
aria.henderson@sjsu.edu,Aria,Henderson,CS480,C,57
jade.cruz@sjsu.edu,Jade,Cruz,CS101,D,46
alicia.bishop@sjsu.edu,Alicia,Bishop,CS410,C,64
taylor.gibson@sjsu.edu,Taylor,Gibson,CS301,C,56
mike.lawrence@sjsu.edu,Mike,Lawrence,CS410,C,58
claire.lopez@sjsu.edu,Claire,Lopez,SCI101,C,56
bianca.vargas@sjsu.edu,Bianca,Vargas,ENG101,B,83
logan.mason@sjsu.edu,Logan,Mason,SCI101,C,65
nathan.stewart@sjsu.edu,Nathan,Stewart,BUS210,A,93
lauren.crawford@sjsu.edu,Lauren,Crawford,MATH310,A,98
mario.mills@sjsu.edu,Mario,Mills,BUS320,A,88
samantha.vasquez@sjsu.edu,Samantha,Vasquez,SCI101,B,77
janet.powell@sjsu.edu,Janet,Powell,CS480,B,75
ana.porter@sjsu.edu,Ana,Porter,BUS320,B,75
fatima.castillo@sjsu.edu,Fatima,Castillo,CS480,D,50
chanel.reed@sjsu.edu,Chanel,Reed,SCI101,B,80
richard.white@sjsu.edu,Richard,White,BUS210,B,79
colin.reed@sjsu.edu,Colin,Reed,ENG210,B,84
layla.white@sjsu.edu,Layla,White,MATH250,B,76
jonathan.maxwell@sjsu.edu,Jonathan,Maxwell,BUS320,C,67
matthew.kaur@sjsu.edu,Matthew,Kaur,BUS101,B,80
carlos.scott@sjsu.edu,Carlos,Scott,CS480,B,81
joseph.webb@sjsu.edu,Joseph,Webb,MATH310,A,100
cameron.king@sjsu.edu,Cameron,King,BUS210,B,72
elijah.holmes@sjsu.edu,Elijah,Holmes,ENG101,A,99
yasmine.cruz@sjsu.edu,Yasmine,Cruz,CS350,C,57
ethan.cruz@sjsu.edu,Ethan,Cruz,MATH201,B,76
christina.gardner@sjsu.edu,Christina,Gardner,CS480,C,58
ana.adams@sjsu.edu,Ana,Adams,CS350,A,100
layla.bryant@sjsu.edu,Layla,Bryant,CS350,A,89
serena.grant@sjsu.edu,Serena,Grant,ENG210,A,91
tina.wood@sjsu.edu,Tina,Wood,MATH101,B,80
casey.carter@sjsu.edu,Casey,Carter,SCI205,A,88
ayasha.patterson@sjsu.edu,Ayasha,Patterson,MATH201,B,70
oscar.hughes@sjsu.edu,Oscar,Hughes,CS201,A,94
fatima.long@sjsu.edu,Fatima,Long,BUS210,C,58
ella.medina@sjsu.edu,Ella,Medina,MATH250,B,80
todd.gordon@sjsu.edu,Todd,Gordon,CS410,C,56
robin.jordan@sjsu.edu,Robin,Jordan,SCI205,B,71
paula.anderson@sjsu.edu,Paula,Anderson,CS201,B,77
charles.flores@sjsu.edu,Charles,Flores,BUS401,B,84
leon.cole@sjsu.edu,Leon,Cole,BUS320,C,55
brian.ramirez@sjsu.edu,Brian,Ramirez,CS350,B,81
stephanie.mendez@sjsu.edu,Stephanie,Mendez,CS101,C,65
valeria.alvarez@sjsu.edu,Valeria,Alvarez,MATH250,C,66
eva.chen@sjsu.edu,Eva,Chen,CS450,D,54
ryan.freeman@sjsu.edu,Ryan,Freeman,CS350,D,52
monica.gray@sjsu.edu,Monica,Gray,MATH250,D,47
samuel.watson@sjsu.edu,Samuel,Watson,ENG101,B,80
juliana.bailey@sjsu.edu,Juliana,Bailey,CS410,B,70
daniel.hunter@sjsu.edu,Daniel,Hunter,BUS401,B,73
kate.webb@sjsu.edu,Kate,Webb,BUS320,A,94
sydney.jones@sjsu.edu,Sydney,Jones,CS201,B,76
brooke.jackson@sjsu.edu,Brooke,Jackson,CS350,B,80
tyler.ryan@sjsu.edu,Tyler,Ryan,ENG101,C,58
cameron.matthews@sjsu.edu,Cameron,Matthews,MATH250,B,76
holly.park@sjsu.edu,Holly,Park,CS301,B,72
alicia.kennedy@sjsu.edu,Alicia,Kennedy,ENG101,C,58
elizabeth.rivera@sjsu.edu,Elizabeth,Rivera,CS450,A,86
megan.cole@sjsu.edu,Megan,Cole,SCI101,C,59
shelby.stephens@sjsu.edu,Shelby,Stephens,PSY101,B,81
luna.stephens@sjsu.edu,Luna,Stephens,CS201,B,72
henry.morrison@sjsu.edu,Henry,Morrison,ENG101,B,71
angel.ferguson@sjsu.edu,Angel,Ferguson,BUS320,B,70
carmen.cook@sjsu.edu,Carmen,Cook,MATH201,C,67
amy.anderson@sjsu.edu,Amy,Anderson,CS410,A,98
robert.romero@sjsu.edu,Robert,Romero,CS101,B,78
andrea.meyer@sjsu.edu,Andrea,Meyer,CS201,C,55
molly.peterson@sjsu.edu,Molly,Peterson,MATH250,B,75
eva.morris@sjsu.edu,Eva,Morris,BUS401,B,84
miles.cox@sjsu.edu,Miles,Cox,CS201,B,76
colin.armstrong@sjsu.edu,Colin,Armstrong,MATH310,B,72
janet.kim@sjsu.edu,Janet,Kim,BUS320,A,88
logan.harris@sjsu.edu,Logan,Harris,CS350,B,79
james.thomas@sjsu.edu,James,Thomas,MATH250,C,67
hassan.snyder@sjsu.edu,Hassan,Snyder,ENG210,B,83
gavin.ortiz@sjsu.edu,Gavin,Ortiz,CS301,D,47
jeremy.jackson@sjsu.edu,Jeremy,Jackson,SCI101,B,76
maria.lopez@sjsu.edu,Maria,Lopez,CS410,B,77
eric.cole@sjsu.edu,Eric,Cole,ENG101,D,47
patrick.williams@sjsu.edu,Patrick,Williams,BUS101,B,70
jack.nguyen@sjsu.edu,Jack,Nguyen,MATH250,B,82
holly.ward@sjsu.edu,Holly,Ward,CS480,C,66
shelby.davis@sjsu.edu,Shelby,Davis,BUS320,B,74
jake.mckinney@sjsu.edu,Jake,McKinney,ENG210,B,82
lauren.ross@sjsu.edu,Lauren,Ross,MATH101,A,95
fiona.freeman@sjsu.edu,Fiona,Freeman,SCI205,B,82
vincent.ramirez@sjsu.edu,Vincent,Ramirez,ENG210,C,62
stephanie.morris@sjsu.edu,Stephanie,Morris,CS480,C,66
daniel.aguilar@sjsu.edu,Daniel,Aguilar,SCI205,D,45
linda.stephens@sjsu.edu,Linda,Stephens,MATH201,D,46
teresa.owens@sjsu.edu,Teresa,Owens,CS410,C,61
javier.bell@sjsu.edu,Javier,Bell,MATH250,C,60
sara.williams@sjsu.edu,Sara,Williams,CS480,C,64
blake.reid@sjsu.edu,Blake,Reid,MATH201,D,52
susan.warren@sjsu.edu,Susan,Warren,CS101,C,64
amy.henderson@sjsu.edu,Amy,Henderson,CS301,A,91
ava.sullivan@sjsu.edu,Ava,Sullivan,BUS401,D,52
diana.wilson@sjsu.edu,Diana,Wilson,PSY101,C,65
alisha.meyer@sjsu.edu,Alisha,Meyer,CS450,B,79
adam.shaw@sjsu.edu,Adam,Shaw,MATH201,A,91
sofia.gutierrez@sjsu.edu,Sofia,Gutierrez,MATH310,C,62
maria.smith@sjsu.edu,Maria,Smith,CS101,B,76
sydney.gardner@sjsu.edu,Sydney,Gardner,CS101,A,99
paula.mckinney@sjsu.edu,Paula,McKinney,CS101,C,60
laura.peterson@sjsu.edu,Laura,Peterson,CS480,D,54
greg.long@sjsu.edu,Greg,Long,ENG101,A,91
brian.price@sjsu.edu,Brian,Price,SCI101,C,66
christina.ellis@sjsu.edu,Christina,Ellis,MATH201,A,92
maya.wright@sjsu.edu,Maya,Wright,BUS401,D,51
mary.arnold@sjsu.edu,Mary,Arnold,BUS401,B,78
linda.turner@sjsu.edu,Linda,Turner,CS101,C,60
paul.lopez@sjsu.edu,Paul,Lopez,CS450,C,56
grace.harris@sjsu.edu,Grace,Harris,MATH101,C,58
andre.reed@sjsu.edu,Andre,Reed,PSY101,B,71
jayden.patel@sjsu.edu,Jayden,Patel,CS301,B,70
justin.jenkins@sjsu.edu,Justin,Jenkins,CS201,B,74
michelle.vasquez@sjsu.edu,Michelle,Vasquez,PSY101,D,51
katherine.butler@sjsu.edu,Katherine,Butler,BUS401,B,79
ava.patel@sjsu.edu,Ava,Patel,CS480,A,89
tyler.torres@sjsu.edu,Tyler,Torres,MATH101,C,55
nicholas.graham@sjsu.edu,Nicholas,Graham,SCI205,A,89
mary.rodriguez@sjsu.edu,Mary,Rodriguez,CS101,B,80
jose.mills@sjsu.edu,Jose,Mills,BUS101,C,58
denise.moore@sjsu.edu,Denise,Moore,MATH310,A,95
luis.aguilar@sjsu.edu,Luis,Aguilar,CS201,B,84
garrett.hall@sjsu.edu,Garrett,Hall,ENG101,B,83
james.evans@sjsu.edu,James,Evans,CS101,D,45
maria.zimmerman@sjsu.edu,Maria,Zimmerman,BUS101,D,45
elena.peterson@sjsu.edu,Elena,Peterson,MATH310,A,92
blake.castro@sjsu.edu,Blake,Castro,CS410,C,67
isaac.harris@sjsu.edu,Isaac,Harris,BUS101,B,78
felix.jackson@sjsu.edu,Felix,Jackson,CS480,B,81
jake.sanders@sjsu.edu,Jake,Sanders,SCI205,C,63
jason.bishop@sjsu.edu,Jason,Bishop,ENG210,A,100
jose.berg@sjsu.edu,Jose,Berg,BUS210,B,80
ryan.miller@sjsu.edu,Ryan,Miller,BUS101,B,77
nathan.young@sjsu.edu,Nathan,Young,MATH101,A,99
diego.rogers@sjsu.edu,Diego,Rogers,CS450,A,96
julian.palmer@sjsu.edu,Julian,Palmer,BUS101,C,55
james.mitchell@sjsu.edu,James,Mitchell,BUS101,A,95
jacob.palmer@sjsu.edu,Jacob,Palmer,CS301,C,56
dominic.watson@sjsu.edu,Dominic,Watson,BUS101,D,48
katherine.perry@sjsu.edu,Katherine,Perry,PSY101,A,93
jason.chavez@sjsu.edu,Jason,Chavez,CS101,B,78
shannon.powell@sjsu.edu,Shannon,Powell,ENG210,B,78
dillon.bailey@sjsu.edu,Dillon,Bailey,BUS320,C,62
brenda.gordon@sjsu.edu,Brenda,Gordon,CS101,B,80
carmen.jackson@sjsu.edu,Carmen,Jackson,MATH250,C,55
cynthia.bennett@sjsu.edu,Cynthia,Bennett,CS480,A,87
morgan.cox@sjsu.edu,Morgan,Cox,BUS401,B,74
sean.zimmerman@sjsu.edu,Sean,Zimmerman,ENG101,D,48
courtney.vasquez@sjsu.edu,Courtney,Vasquez,CS301,B,75
monica.little@sjsu.edu,Monica,Little,CS350,C,61
nicole.scott@sjsu.edu,Nicole,Scott,BUS320,A,100
miguel.castro@sjsu.edu,Miguel,Castro,CS480,D,47
leslie.patterson@sjsu.edu,Leslie,Patterson,ENG101,B,79
logan.martinez@sjsu.edu,Logan,Martinez,PSY101,A,90
luke.davis@sjsu.edu,Luke,Davis,CS450,B,71
hunter.anderson@sjsu.edu,Hunter,Anderson,CS480,A,98
greg.robinson@sjsu.edu,Greg,Robinson,BUS401,C,58
monica.james@sjsu.edu,Monica,James,MATH310,B,83
nora.brooks@sjsu.edu,Nora,Brooks,MATH310,B,77
michael.green@sjsu.edu,Michael,Green,CS410,B,74
faith.anderson@sjsu.edu,Faith,Anderson,CS350,B,76
alicia.anderson@sjsu.edu,Alicia,Anderson,CS450,C,55
david.phillips@sjsu.edu,David,Phillips,MATH250,B,79
ashley.reed@sjsu.edu,Ashley,Reed,CS480,D,51
denise.collins@sjsu.edu,Denise,Collins,CS450,B,70
lisa.martinez@sjsu.edu,Lisa,Martinez,CS480,A,97
vincent.berg@sjsu.edu,Vincent,Berg,CS450,D,50
steven.stevens@sjsu.edu,Steven,Stevens,PSY101,C,56
fatima.ortega@sjsu.edu,Fatima,Ortega,SCI205,C,56
thomas.walsh@sjsu.edu,Thomas,Walsh,ENG101,D,45
christopher.dixon@sjsu.edu,Christopher,Dixon,CS101,B,84
colin.lopez@sjsu.edu,Colin,Lopez,CS410,C,59
nicole.mendez@sjsu.edu,Nicole,Mendez,BUS401,B,75
kyle.white@sjsu.edu,Kyle,White,CS101,C,66
kristen.young@sjsu.edu,Kristen,Young,MATH101,B,76
jeff.robinson@sjsu.edu,Jeff,Robinson,CS301,A,86
linda.baker@sjsu.edu,Linda,Baker,ENG210,D,52
noah.gibson@sjsu.edu,Noah,Gibson,MATH101,C,64
logan.johnson@sjsu.edu,Logan,Johnson,BUS210,C,62
kayla.ward@sjsu.edu,Kayla,Ward,CS301,B,84
anthony.cruz@sjsu.edu,Anthony,Cruz,MATH250,B,76
hunter.gibson@sjsu.edu,Hunter,Gibson,CS410,A,85
sean.clark@sjsu.edu,Sean,Clark,BUS210,B,80
kim.freeman@sjsu.edu,Kim,Freeman,CS450,C,61
valeria.chen@sjsu.edu,Valeria,Chen,BUS320,B,73
ava.singh@sjsu.edu,Ava,Singh,BUS401,A,89
fiona.johnson@sjsu.edu,Fiona,Johnson,CS301,B,84
sharon.ross@sjsu.edu,Sharon,Ross,CS450,A,93
isabella.mills@sjsu.edu,Isabella,Mills,SCI205,B,75
michelle.thomas@sjsu.edu,Michelle,Thomas,ENG101,D,46
zachary.evans@sjsu.edu,Zachary,Evans,CS450,B,73
connor.reyes@sjsu.edu,Connor,Reyes,CS480,D,47
hannah.hawkins@sjsu.edu,Hannah,Hawkins,CS301,C,61
aiden.perez@sjsu.edu,Aiden,Perez,ENG101,B,71
timothy.vargas@sjsu.edu,Timothy,Vargas,CS480,B,70
mark.adams@sjsu.edu,Mark,Adams,BUS101,B,75
adam.burns@sjsu.edu,Adam,Burns,MATH310,A,85
ivan.gomez@sjsu.edu,Ivan,Gomez,MATH201,A,92
amir.chavez@sjsu.edu,Amir,Chavez,CS101,A,95
morgan.taylor@sjsu.edu,Morgan,Taylor,ENG101,B,79
mromero@sjsu.edu,Marcus,Romero,PSY101,C,57
mario.phillips@sjsu.edu,Mario,Phillips,BUS401,C,62
richard.jordan@sjsu.edu,Richard,Jordan,CS301,C,66
teresa.kim@sjsu.edu,Teresa,Kim,ENG101,A,88
diego.bennett@sjsu.edu,Diego,Bennett,BUS210,A,97
heather.morris@sjsu.edu,Heather,Morris,CS301,C,60
nadia.harrison@sjsu.edu,Nadia,Harrison,BUS210,B,70
ashley.crawford@sjsu.edu,Ashley,Crawford,MATH310,B,82
nathan.sanchez@sjsu.edu,Nathan,Sanchez,CS410,A,94
laura.diaz@sjsu.edu,Laura,Diaz,CS201,B,74
henry.perez@sjsu.edu,Henry,Perez,MATH250,B,76
ashley.patterson@sjsu.edu,Ashley,Patterson,ENG101,B,74
leslie.green@sjsu.edu,Leslie,Green,BUS101,B,76
ian.vargas@sjsu.edu,Ian,Vargas,CS410,C,67
sarah.andrews@sjsu.edu,Sarah,Andrews,ENG101,C,57
isaac.zimmerman@sjsu.edu,Isaac,Zimmerman,BUS210,A,98
julian.rogers@sjsu.edu,Julian,Rogers,CS350,A,95
hayley.singh@sjsu.edu,Hayley,Singh,MATH101,C,59
samuel.mills@sjsu.edu,Samuel,Mills,BUS401,C,56
garrett.jenkins@sjsu.edu,Garrett,Jenkins,SCI205,B,79
kim.harrison@sjsu.edu,Kim,Harrison,BUS320,C,57
chris.mendoza@sjsu.edu,Chris,Mendoza,BUS210,B,78
riley.andrews@sjsu.edu,Riley,Andrews,CS350,C,64
alicia.allen@sjsu.edu,Alicia,Allen,CS410,B,80
sophia.nguyen@sjsu.edu,Sophia,Nguyen,ENG210,C,63
mark.burns@sjsu.edu,Mark,Burns,MATH250,B,77
noah.hunt@sjsu.edu,Noah,Hunt,CS201,C,58
chelsea.bell@sjsu.edu,Chelsea,Bell,BUS101,C,66
timothy.young@sjsu.edu,Timothy,Young,CS450,B,71
angela.lewis@sjsu.edu,Angela,Lewis,CS480,B,79
felix.west@sjsu.edu,Felix,West,CS101,A,92
oscar.stone@sjsu.edu,Oscar,Stone,MATH310,B,75
dylan.long@sjsu.edu,Dylan,Long,BUS210,A,92
erica.mitchell@sjsu.edu,Erica,Mitchell,ENG101,D,50
ivan.turner@sjsu.edu,Ivan,Turner,CS450,C,67
riley.ortiz@sjsu.edu,Riley,Ortiz,SCI205,C,55
scott.lane@sjsu.edu,Scott,Lane,BUS101,B,73
nathaniel.boyd@sjsu.edu,Nathaniel,Boyd,ENG210,C,61
emily.castro@sjsu.edu,Emily,Castro,CS301,B,71
teresa.arnold@sjsu.edu,Teresa,Arnold,SCI101,A,85
cynthia.davis@sjsu.edu,Cynthia,Davis,CS101,B,84
victor.mason@sjsu.edu,Victor,Mason,BUS401,A,92
adam.ortega@sjsu.edu,Adam,Ortega,BUS320,B,72
noah.perry@sjsu.edu,Noah,Perry,MATH250,B,74
rachel.rodriguez@sjsu.edu,Rachel,Rodriguez,CS201,A,100
luna.ramirez@sjsu.edu,Luna,Ramirez,BUS101,C,60
diego.collins@sjsu.edu,Diego,Collins,CS480,D,53
shannon.ramirez@sjsu.edu,Shannon,Ramirez,MATH101,B,75
cameron.vasquez@sjsu.edu,Cameron,Vasquez,BUS401,B,77
dylan.ortiz@sjsu.edu,Dylan,Ortiz,CS350,C,55
vincent.kumar@sjsu.edu,Vincent,Kumar,ENG101,A,93
victoria.matthews@sjsu.edu,Victoria,Matthews,BUS210,B,84
chelsea.edwards@sjsu.edu,Chelsea,Edwards,BUS101,B,82
andrea.webb@sjsu.edu,Andrea,Webb,ENG101,C,62
sara.patel@sjsu.edu,Sara,Patel,MATH201,B,83
janet.reyes@sjsu.edu,Janet,Reyes,PSY101,C,68
kevin.snyder@sjsu.edu,Kevin,Snyder,MATH201,A,89
aria.sutton@sjsu.edu,Aria,Sutton,BUS320,B,81
christine.perry@sjsu.edu,Christine,Perry,BUS320,B,74
megan.garcia@sjsu.edu,Megan,Garcia,MATH310,A,90
arjun.fox@sjsu.edu,Arjun,Fox,MATH201,A,88
isabel.chen@sjsu.edu,Isabel,Chen,CS350,D,45
liam.rivera@sjsu.edu,Liam,Rivera,MATH201,C,61
nadia.morrison@sjsu.edu,Nadia,Morrison,CS480,C,62
serena.martin@sjsu.edu,Serena,Martin,CS480,B,72
abby.ward@sjsu.edu,Abby,Ward,BUS101,A,99
eric.bradley@sjsu.edu,Eric,Bradley,PSY101,C,57
kyle.mendez@sjsu.edu,Kyle,Mendez,SCI101,A,87
taylor.hayes@sjsu.edu,Taylor,Hayes,PSY101,C,57
jayden.parker@sjsu.edu,Jayden,Parker,BUS401,B,81
bianca.sullivan@sjsu.edu,Bianca,Sullivan,CS350,C,55
julia.lawrence@sjsu.edu,Julia,Lawrence,MATH201,A,86
isaac.reynolds@sjsu.edu,Isaac,Reynolds,BUS101,C,66
melissa.fisher@sjsu.edu,Melissa,Fisher,CS201,B,70
sierra.black@sjsu.edu,Sierra,Black,SCI205,C,66
luis.harrison@sjsu.edu,Luis,Harrison,MATH310,C,64
diana.barnes@sjsu.edu,Diana,Barnes,ENG101,D,47
nora.flores@sjsu.edu,Nora,Flores,MATH250,D,47
jessica.hunt@sjsu.edu,Jessica,Hunt,BUS320,C,69
hannah.mccarthy@sjsu.edu,Hannah,McCarthy,BUS210,D,45
natalie.sullivan@sjsu.edu,Natalie,Sullivan,CS101,B,70
monica.crawford@sjsu.edu,Monica,Crawford,BUS401,A,94
paul.hawkins@sjsu.edu,Paul,Hawkins,CS350,D,45
brian.webb@sjsu.edu,Brian,Webb,MATH101,D,51
ashley.parker@sjsu.edu,Ashley,Parker,ENG101,C,56
olivia.miller@sjsu.edu,Olivia,Miller,BUS101,A,87
elena.davis@sjsu.edu,Elena,Davis,CS450,B,72
joseph.barnes@sjsu.edu,Joseph,Barnes,MATH201,A,87
lily.spencer@sjsu.edu,Lily,Spencer,ENG101,A,88
joel.flores@sjsu.edu,Joel,Flores,CS450,B,75
isaiah.hunt@sjsu.edu,Isaiah,Hunt,MATH101,C,63
isaiah.black@sjsu.edu,Isaiah,Black,SCI205,B,78
kelly.morales@sjsu.edu,Kelly,Morales,CS101,C,62
omar.bradley@sjsu.edu,Omar,Bradley,BUS401,C,68
brianna.brown@sjsu.edu,Brianna,Brown,CS350,A,89
lisa.crawford@sjsu.edu,Lisa,Crawford,CS301,B,79
catherine.kelly@sjsu.edu,Catherine,Kelly,CS301,D,51
matthew.freeman@sjsu.edu,Matthew,Freeman,BUS320,B,77
nadia.price@sjsu.edu,Nadia,Price,CS450,B,70
linda.ortiz@sjsu.edu,Linda,Ortiz,BUS320,A,93
kayla.morales@sjsu.edu,Kayla,Morales,BUS210,C,66
brooke.shaw@sjsu.edu,Brooke,Shaw,CS450,D,50
laura.armstrong@sjsu.edu,Laura,Armstrong,PSY101,B,75
grant.cole@sjsu.edu,Grant,Cole,CS480,B,82
brandon.cox@sjsu.edu,Brandon,Cox,CS301,A,86
karen.kennedy@sjsu.edu,Karen,Kennedy,CS101,A,94
rachel.carter@sjsu.edu,Rachel,Carter,MATH310,B,81
gavin.warren@sjsu.edu,Gavin,Warren,SCI205,A,86
jake.snyder@sjsu.edu,Jake,Snyder,CS480,A,89
joel.cook@sjsu.edu,Joel,Cook,PSY101,A,98
harley.sanders@sjsu.edu,Harley,Sanders,SCI205,B,77
cole.martin@sjsu.edu,Cole,Martin,CS350,B,72
rachel.park@sjsu.edu,Rachel,Park,CS301,D,52
gary.medina@sjsu.edu,Gary,Medina,ENG101,D,49
william.coleman@sjsu.edu,William,Coleman,PSY101,A,96
christopher.stanley@sjsu.edu,Christopher,Stanley,CS201,B,73
fiona.armstrong@sjsu.edu,Fiona,Armstrong,SCI205,C,56
jonathan.fisher@sjsu.edu,Jonathan,Fisher,SCI101,A,99
amir.berg@sjsu.edu,Amir,Berg,BUS210,C,60
ava.palmer@sjsu.edu,Ava,Palmer,CS201,B,77
philip.stanley@sjsu.edu,Philip,Stanley,BUS101,B,77
kaitlyn.parker@sjsu.edu,Kaitlyn,Parker,CS450,D,46
ali.burns@sjsu.edu,Ali,Burns,CS480,B,74
molly.young@sjsu.edu,Molly,Young,CS480,C,61
lisa.rivera@sjsu.edu,Lisa,Rivera,BUS210,A,91
morgan.gutierrez@sjsu.edu,Morgan,Gutierrez,CS410,B,75
amy.alvarez@sjsu.edu,Amy,Alvarez,BUS401,B,79
david.white@sjsu.edu,David,White,BUS210,C,58
sebastian.hayes@sjsu.edu,Sebastian,Hayes,ENG210,A,88
kyle.nichols@sjsu.edu,Kyle,Nichols,BUS320,B,82
nathan.smith@sjsu.edu,Nathan,Smith,SCI101,B,78
caroline.chavez@sjsu.edu,Caroline,Chavez,CS350,D,45
echen@sjsu.edu,Eva,Chen,ENG210,B,70
connor.sanchez@sjsu.edu,Connor,Sanchez,CS480,A,88
kelly.martinez@sjsu.edu,Kelly,Martinez,ENG210,C,69
jeremy.price@sjsu.edu,Jeremy,Price,CS101,D,50
jason.white@sjsu.edu,Jason,White,SCI101,A,91
mike.gonzalez@sjsu.edu,Mike,Gonzalez,CS450,B,75
madison.campbell@sjsu.edu,Madison,Campbell,CS350,B,82
aiden.mason@sjsu.edu,Aiden,Mason,CS301,D,45
serena.morgan@sjsu.edu,Serena,Morgan,BUS210,D,47
matthew.wells@sjsu.edu,Matthew,Wells,SCI101,A,97
rebecca.kumar@sjsu.edu,Rebecca,Kumar,CS350,C,69
luke.graham@sjsu.edu,Luke,Graham,CS301,D,50
sean.hamilton@sjsu.edu,Sean,Hamilton,ENG101,A,87
anna.robinson@sjsu.edu,Anna,Robinson,MATH250,D,47
eric.dixon@sjsu.edu,Eric,Dixon,PSY101,B,72
rosa.roberts@sjsu.edu,Rosa,Roberts,CS101,B,82
gabriel.cox@sjsu.edu,Gabriel,Cox,CS410,C,66
greg.morgan@sjsu.edu,Greg,Morgan,SCI101,B,77
teresa.king@sjsu.edu,Teresa,King,CS480,B,84
hunter.porter@sjsu.edu,Hunter,Porter,CS480,A,100
